community_area,year,month,total_crime_count,total_crime_weight,avg_latitude,avg_longitude,arrest_rate,risk_score,safety_score
11.0,2021,5,50,217.0,41.9762783609,-87.76936142068,0.18,10.22,89.78
11.0,2021,6,74,339.0,41.9763375787027,-87.76948994908108,0.122,12.15,87.85
11.0,2021,7,69,330.0,41.97707149827536,-87.77045548037681,0.087,12.33,87.67
11.0,2021,8,73,335.0,41.9750754009589,-87.77011540253424,0.068,12.63,87.37
11.0,2021,9,87,409.0,41.976871207413794,-87.77006482521838,0.092,13.2,86.8
11.0,2021,10,76,373.0,41.97690730690789,-87.77174002317106,0.105,12.6,87.4
11.0,2021,11,57,279.0,41.97552480336842,-87.7698917875614,0.088,11.73,88.27
11.0,2021,12,48,235.0,41.97550886270833,-87.76948376397917,0.104,11.07,88.93
11.0,2022,1,62,286.0,41.97675450830645,-87.76846354298387,0.065,12.1,87.9
11.0,2022,2,69,301.0,41.977270491420285,-87.76961094843477,0.145,11.54,88.46
11.0,2022,3,77,358.0,41.975819705038965,-87.77107241901298,0.117,12.39,87.61
11.0,2022,4,69,329.0,41.97625972459421,-87.76937943634782,0.072,12.47,87.53
11.0,2022,5,94,442.0,41.97401004893617,-87.76835060828724,0.16,12.9,87.1
11.0,2022,6,83,384.0,41.9747775870241,-87.76797286225302,0.072,13.14,86.86
11.0,2022,7,108,467.0,41.976049800574074,-87.76919724683333,0.111,13.83,86.17
11.0,2022,8,109,512.0,41.976692152688074,-87.76883699600917,0.119,14.1,85.9
11.0,2022,9,86,412.0,41.97630821324419,-87.76873665505813,0.081,13.31,86.69
11.0,2022,10,106,476.0,41.976039606613206,-87.77036608746226,0.075,14.22,85.78
11.0,2022,11,82,374.0,41.97500761464634,-87.76934702496341,0.134,12.43,87.57
11.0,2022,12,103,480.0,41.9758518163301,-87.76904087849515,0.136,13.59,86.41
11.0,2023,1,99,474.0,41.9753624549798,-87.76870749877777,0.101,13.82,86.18
11.0,2023,2,72,328.0,41.97575334252778,-87.77000691075,0.097,12.27,87.73
11.0,2023,3,97,465.0,41.97623166068041,-87.76921910305154,0.072,14.0,86.0
11.0,2023,4,85,412.0,41.97606063116471,-87.76889485623529,0.059,13.52,86.48
11.0,2023,5,92,452.0,41.97636275902174,-87.76970661746739,0.141,13.12,86.88
11.0,2023,6,121,588.0,41.97548247142976,-87.76930688947108,0.074,15.33,84.67
11.0,2023,7,102,521.0,41.97655422140196,-87.7699540804902,0.078,14.45,85.55
11.0,2023,8,115,562.0,41.97616705429565,-87.77067028933044,0.061,15.17,84.83
11.0,2023,9,89,421.0,41.97630887120224,-87.76919610149439,0.045,13.8,86.2
11.0,2023,10,95,460.0,41.97527506747368,-87.769319383,0.105,13.6,86.4
11.0,2023,11,88,416.0,41.974788947693185,-87.76827736580682,0.091,13.28,86.72
11.0,2023,12,84,392.0,41.97455469707143,-87.76879252869047,0.071,13.23,86.77
11.0,2024,1,70,338.0,41.974742238328574,-87.77143242214285,0.243,10.85,89.15
11.0,2024,2,85,381.0,41.975449977541174,-87.76937510184706,0.141,12.47,87.53
11.0,2024,3,106,480.0,41.976140893471694,-87.77041125413209,0.066,14.34,85.66
11.0,2024,4,97,489.0,41.97652449693815,-87.76869598743298,0.103,13.87,86.13
11.0,2024,5,87,401.0,41.97658612610345,-87.76980570372415,0.149,12.57,87.43
11.0,2024,6,95,430.0,41.976216902042104,-87.76955789701053,0.063,13.8,86.2
11.0,2024,7,90,445.0,41.97596918097778,-87.76940013877778,0.122,13.22,86.78
11.0,2024,8,89,438.0,41.976138075629216,-87.76996487075282,0.112,13.25,86.75
11.0,2024,9,86,401.0,41.975533460918605,-87.77091247176745,0.105,13.0,87.0
11.0,2024,10,77,402.0,41.976354874155845,-87.77001032284416,0.117,12.72,87.28
11.0,2024,11,73,363.0,41.97492821980822,-87.76702082361645,0.096,12.56,87.44
11.0,2024,12,88,414.0,41.976137999511366,-87.7685923184659,0.125,12.93,87.07
11.0,2025,1,60,291.0,41.97549960925,-87.76936364183332,0.267,10.08,89.92
11.0,2025,2,73,323.0,41.97475138627397,-87.77084224134246,0.219,11.04,88.96
11.0,2025,3,62,299.0,41.97595300825807,-87.76875832893548,0.113,11.72,88.28
11.0,2025,4,58,287.0,41.975592099689656,-87.76740156110344,0.052,12.16,87.84
11.0,2025,5,83,405.0,41.97512741633735,-87.76955862361446,0.133,12.69,87.31
11.0,2025,6,68,331.0,41.97605196094118,-87.76892697011765,0.162,11.58,88.42
11.0,2025,7,87,399.0,41.97490540906897,-87.76940757936781,0.184,12.21,87.79
11.0,2025,8,88,447.0,41.976023010715906,-87.76983666119318,0.159,12.83,87.17
11.0,2025,9,70,360.0,41.97592786674286,-87.76785975615714,0.143,12.02,87.98
11.0,2025,10,84,400.0,41.97636890795238,-87.76858562405953,0.167,12.33,87.67
11.0,2025,11,86,430.0,41.97489198983721,-87.76817899874419,0.233,11.93,88.07
11.0,2025,12,66,331.0,41.9743387499697,-87.77024473039394,0.212,11.03,88.97
12.0,2015,1,34,168.0,41.99023069944118,-87.753665073,0.059,10.77,89.23
12.0,2015,2,28,126.0,41.99133038328572,-87.75408389360715,0.143,9.51,90.49
12.0,2015,3,30,126.0,41.990641967900004,-87.75806388036668,0.167,9.3,90.7
12.0,2015,4,41,194.0,41.9925148292439,-87.7508926727805,0.098,10.7,89.3
12.0,2015,5,35,159.0,41.98863539477143,-87.74995197945714,0.2,9.31,90.69
12.0,2015,6,42,190.0,41.99109890180952,-87.75219078990476,0.19,9.76,90.24
12.0,2015,7,41,189.0,41.99021202702439,-87.75324460765854,0.122,10.42,89.58
12.0,2015,8,39,177.0,41.987954828384616,-87.75330486766666,0.077,10.75,89.25
12.0,2015,9,46,212.0,41.98838871539131,-87.7486636436087,0.13,10.6,89.4
12.0,2015,10,37,178.0,41.987061587,-87.75085848472973,0.081,10.67,89.33
12.0,2015,11,34,156.0,41.989739306794114,-87.75183650732353,0.029,10.97,89.03
12.0,2015,12,34,152.0,41.989710470235295,-87.7501940435,0.118,10.06,89.94
12.0,2016,1,43,200.0,41.994772139,-87.76050442695349,0.093,10.83,89.17
12.0,2016,2,37,165.0,41.98892772867568,-87.75385511500001,0.243,8.96,91.04
12.0,2016,3,48,244.0,41.98981725035417,-87.7523311008125,0.188,10.3,89.7
12.0,2016,4,46,196.0,41.986583749043476,-87.75304467245653,0.109,10.7,89.3
12.0,2016,5,43,194.0,41.9911312132093,-87.75182338539535,0.093,10.79,89.21
12.0,2016,6,56,255.0,41.99130480071428,-87.75251795612499,0.036,12.05,87.95
12.0,2016,7,50,240.0,41.9886324537,-87.75334566826001,0.16,10.59,89.41
12.0,2016,8,61,290.0,41.99073977022951,-87.75090305516393,0.131,11.45,88.55
12.0,2016,9,37,169.0,41.990466545000004,-87.75342763221622,0.135,10.07,89.93
12.0,2016,10,46,199.0,41.98812156623913,-87.75341830843479,0.022,11.59,88.41
12.0,2016,11,58,267.0,41.99311572727586,-87.75384732268967,0.103,11.5,88.5
12.0,2016,12,43,207.0,41.98706887904651,-87.75029487572093,0.047,11.35,88.65
12.0,2017,1,47,213.0,41.98743557206383,-87.75181004721276,0.064,11.29,88.71
12.0,2017,2,24,115.0,41.988195248125,-87.75059973820834,0.125,9.53,90.47
12.0,2017,3,33,139.0,41.98989097163636,-87.7468431649091,0.182,9.3,90.7
12.0,2017,4,38,162.0,41.989903571342104,-87.74682056,0.053,10.86,89.14
12.0,2017,5,62,261.0,41.989746506516134,-87.7530567767258,0.065,11.92,88.08
12.0,2017,6,48,216.0,41.99152666683333,-87.75644626175,0.042,11.55,88.45
12.0,2017,7,49,241.0,41.989288694040816,-87.75074976410204,0.102,11.15,88.85
12.0,2017,8,42,186.0,41.99243714076191,-87.75654694583334,0.048,11.16,88.84
12.0,2017,9,56,271.0,41.98815745594643,-87.75076343471429,0.036,12.17,87.83
12.0,2017,10,33,147.0,41.98795486609091,-87.75524428530304,0.121,9.97,90.03
12.0,2017,11,53,235.0,41.992017110905664,-87.75536931732076,0.057,11.64,88.36
12.0,2017,12,53,238.0,41.98686672922642,-87.75134364726415,0.075,11.47,88.53
12.0,2018,1,41,192.0,41.99258634941464,-87.75265403063415,0.073,10.93,89.07
12.0,2018,2,32,138.0,41.98728446396875,-87.75399933671875,0.125,9.85,90.15
12.0,2018,3,45,195.0,41.99191110708889,-87.75520686806667,0.067,11.09,88.91
12.0,2018,4,28,108.0,41.991435996928566,-87.75023774978571,0.036,10.44,89.56
12.0,2018,5,49,213.0,41.98940336983673,-87.75433492155102,0.122,10.74,89.26
12.0,2018,6,32,142.0,41.99496814678125,-87.758063068375,0.062,10.5,89.5
12.0,2018,7,43,193.0,41.98830595718605,-87.74929015648837,0.07,11.01,88.99
12.0,2018,8,41,192.0,41.99235880192683,-87.75580154687805,0.098,10.69,89.31
12.0,2018,9,39,168.0,41.991436566205124,-87.75384646753845,0.051,10.94,89.06
12.0,2018,10,39,182.0,41.98867166153846,-87.74873564951281,0.103,10.53,89.47
12.0,2018,11,42,213.0,41.98811931621429,-87.75067552990475,0.095,10.88,89.12
12.0,2018,12,53,233.0,41.9889213783585,-87.7518614356415,0.038,11.81,88.19
12.0,2019,1,42,187.0,41.99031177797619,-87.75520242842856,0.024,11.41,88.59
12.0,2019,2,47,215.0,41.99272610402127,-87.75596865189361,0.149,10.46,89.54
12.0,2019,3,31,145.0,41.98748407087097,-87.74755749845161,0.032,10.81,89.19
12.0,2019,4,49,225.0,41.987309963367345,-87.74915582730611,0.082,11.24,88.76
12.0,2019,5,42,183.0,41.99163005364286,-87.75584398842857,0.071,10.9,89.1
12.0,2019,6,40,176.0,41.986397952225005,-87.753748623325,0.05,11.03,88.97
12.0,2019,7,41,204.0,41.995205233463416,-87.75891802651219,0.049,11.26,88.74
12.0,2019,8,36,187.0,41.98422538472222,-87.74848018572223,0.111,10.42,89.58
12.0,2019,9,37,167.0,41.98917133313514,-87.75237135543243,0.0,11.4,88.6
12.0,2019,10,26,129.0,41.98939748176924,-87.7493611823077,0.115,9.76,90.24
12.0,2019,11,31,124.0,41.99087491954838,-87.75507728732258,0.032,10.65,89.35
12.0,2019,12,33,150.0,41.984217148909096,-87.75369449669697,0.182,9.39,90.61
12.0,2020,1,37,158.0,41.99289744735135,-87.75411123113513,0.108,10.26,89.74
12.0,2020,2,42,197.0,41.99113219259524,-87.7514806982619,0.024,11.48,88.52
12.0,2020,3,42,207.0,41.987891461404764,-87.74982497980952,0.095,10.84,89.16
12.0,2020,4,34,141.0,41.987012720323534,-87.75322315791176,0.147,9.69,90.31
12.0,2020,5,38,193.0,41.990280782,-87.75087105902631,0.053,11.09,88.91
12.0,2020,6,35,155.0,41.989654376428575,-87.75271792911428,0.0,11.28,88.72
12.0,2020,7,38,177.0,41.987776913710526,-87.74842541071052,0.026,11.23,88.77
12.0,2020,8,52,235.0,41.990205170230766,-87.75121617925,0.077,11.42,88.58
12.0,2020,9,45,213.0,41.989743493,-87.75289129144444,0.111,10.78,89.22
12.0,2020,10,55,232.0,41.99447169483636,-87.75630915338182,0.036,11.86,88.14
12.0,2020,11,62,243.0,41.994547734741936,-87.75438791979032,0.016,12.27,87.73
12.0,2020,12,64,260.0,41.992675273265625,-87.75306844039062,0.0,12.59,87.41
12.0,2021,1,53,219.0,41.9938508225283,-87.75586449981132,0.075,11.33,88.67
12.0,2021,2,37,166.0,41.989913722324324,-87.7532477241081,0.027,11.13,88.87
12.0,2021,3,30,128.0,41.9898803758,-87.75426057,0.033,10.65,89.35
12.0,2021,4,27,113.0,41.99204023177778,-87.75302223662963,0.0,10.82,89.18
12.0,2021,5,41,180.0,41.99458139270732,-87.75648299080488,0.122,10.36,89.64
12.0,2021,6,51,233.0,41.9884297957451,-87.75059032831373,0.039,11.76,88.24
12.0,2021,7,51,233.0,41.991222926901955,-87.75361141560784,0.02,11.96,88.04
12.0,2021,8,33,143.0,41.9891065610606,-87.7502712180606,0.091,10.24,89.76
12.0,2021,9,38,186.0,41.9870947248421,-87.75251550536842,0.053,11.04,88.96
12.0,2021,10,24,113.0,41.98961210758333,-87.75330760675,0.042,10.35,89.65
12.0,2021,11,42,201.0,41.9885194382619,-87.75034356309523,0.0,11.75,88.25
12.0,2021,12,31,153.0,41.98706659741935,-87.75217332567742,0.065,10.54,89.46
12.0,2022,1,32,148.0,41.9919858145,-87.7542556961875,0.031,10.86,89.14
12.0,2022,2,36,156.0,41.98842926547222,-87.75555872663888,0.056,10.75,89.25
12.0,2022,3,43,191.0,41.99042218341861,-87.74843021402326,0.14,10.3,89.7
12.0,2022,4,45,201.0,41.99265069373333,-87.7518125112,0.067,11.14,88.86
12.0,2022,5,49,214.0,41.99357465459183,-87.75663906818367,0.143,10.55,89.45
12.0,2022,6,52,224.0,41.99215650688461,-87.75171830117309,0.0,12.1,87.9
12.0,2022,7,62,256.0,41.9910629373871,-87.75055492266128,0.016,12.37,87.63
12.0,2022,8,38,151.0,41.989180664,-87.75042906202631,0.026,11.04,88.96
12.0,2022,9,55,221.0,41.99292271476363,-87.75609568156364,0.018,11.96,88.04
12.0,2022,10,75,325.0,41.98873511018667,-87.75341135494666,0.013,13.15,86.85
12.0,2022,11,68,274.0,41.991950826852936,-87.75440195811765,0.059,12.18,87.82
12.0,2022,12,51,237.0,41.989243493627455,-87.75032306107843,0.02,11.99,88.01
12.0,2023,1,54,256.0,41.98967103555555,-87.75533665231481,0.019,12.19,87.81
12.0,2023,2,46,218.0,41.98863888008695,-87.7518558193261,0.043,11.51,88.49
12.0,2023,3,37,165.0,41.98962028108108,-87.75335674478379,0.054,10.85,89.15
12.0,2023,4,37,162.0,41.98909178810811,-87.75276353118919,0.081,10.56,89.44
12.0,2023,5,48,214.0,41.99108754389584,-87.74876202672915,0.062,11.33,88.67
12.0,2023,6,41,186.0,41.988427062341465,-87.74910685070732,0.073,10.89,89.11
12.0,2023,7,45,185.0,41.98715207737778,-87.75411268386667,0.133,10.35,89.65
12.0,2023,8,41,191.0,41.99107798239024,-87.75461565978048,0.024,11.41,88.59
12.0,2023,9,49,225.0,41.98885323938776,-87.75176300761225,0.082,11.24,88.76
12.0,2023,10,43,192.0,41.98911916083721,-87.75301919446511,0.07,11.0,89.0
12.0,2023,11,44,213.0,41.987761872545455,-87.74836892977272,0.068,11.19,88.81
12.0,2023,12,50,209.0,41.991503058259994,-87.74913206306,0.0,11.96,88.04
12.0,2024,1,36,173.0,41.99151332825,-87.75269842566667,0.111,10.32,89.68
12.0,2024,2,39,180.0,41.98512509669231,-87.74928068892308,0.077,10.77,89.23
12.0,2024,3,46,191.0,41.99134721632608,-87.75517878676087,0.087,10.88,89.12
12.0,2024,4,46,213.0,41.98755415578261,-87.75082635615217,0.152,10.39,89.61
12.0,2024,5,45,209.0,41.989180998600006,-87.7492539636,0.022,11.64,88.36
12.0,2024,6,58,244.0,41.989188948948275,-87.75197883203448,0.017,12.19,87.81
12.0,2024,7,43,192.0,41.99282908995349,-87.75493562744187,0.023,11.47,88.53
12.0,2024,8,49,229.0,41.987236834632654,-87.74875874293878,0.041,11.68,88.32
12.0,2024,9,40,194.0,41.98938219335,-87.7554954949,0.075,10.91,89.09
12.0,2024,10,42,190.0,41.990816983857144,-87.7541861047857,0.024,11.43,88.57
12.0,2024,11,44,219.0,41.988511558386364,-87.7507754508409,0.045,11.46,88.54
12.0,2024,12,45,190.0,41.98971473106667,-87.7490055048,0.044,11.28,88.72
12.0,2025,1,38,170.0,41.98853693778947,-87.75158928842106,0.105,10.39,89.61
12.0,2025,2,25,123.0,41.990328521600006,-87.75084235836,0.08,10.06,89.94
12.0,2025,3,38,169.0,41.99083617942105,-87.7532989168158,0.079,10.65,89.35
12.0,2025,4,25,110.0,41.9922596472,-87.75641966764,0.04,10.36,89.64
12.0,2025,5,25,110.0,41.98691077088,-87.75104008944,0.08,9.96,90.04
12.0,2025,6,49,229.0,41.99131313228572,-87.75386115510204,0.041,11.68,88.32
12.0,2025,7,31,155.0,41.993364432645166,-87.75617844641936,0.032,10.88,89.12
12.0,2025,8,39,196.0,41.990386487282045,-87.75264691989744,0.179,9.86,90.14
12.0,2025,9,38,168.0,41.99325782207895,-87.75417811373684,0.053,10.9,89.1
12.0,2025,10,40,193.0,41.9903575289,-87.7530155114,0.175,9.9,90.1
12.0,2025,11,37,173.0,41.98997673902702,-87.74883758697298,0.162,9.83,90.17
12.0,2025,12,23,104.0,41.99249216286956,-87.75118408191304,0.174,8.94,91.06
13.0,2015,1,74,353.0,41.984384730716215,-87.7173147328919,0.284,10.63,89.37
13.0,2015,2,61,274.0,41.98297092140984,-87.71452690568853,0.18,10.84,89.16
13.0,2015,3,58,278.0,41.98236558893103,-87.7170728477931,0.138,11.24,88.76
13.0,2015,4,71,320.0,41.98513495180282,-87.71769209130987,0.155,11.62,88.38
13.0,2015,5,78,390.0,41.983329412474355,-87.71634801948719,0.115,12.66,87.34
13.0,2015,6,51,230.0,41.98372969952941,-87.71614935100001,0.137,10.76,89.24
13.0,2015,7,59,261.0,41.98538111394915,-87.71695485955932,0.119,11.32,88.68
13.0,2015,8,66,317.0,41.98360814483333,-87.71717880984849,0.152,11.54,88.46
13.0,2015,9,74,365.0,41.983130575054055,-87.7158247852973,0.135,12.2,87.8
13.0,2015,10,67,310.0,41.98383871189552,-87.71675602250747,0.194,11.08,88.92
13.0,2015,11,76,373.0,41.98360941343421,-87.71596603747369,0.184,11.81,88.19
13.0,2015,12,93,451.0,41.98383678909678,-87.71626480489248,0.161,12.93,87.07
13.0,2016,1,63,291.0,41.98379147855556,-87.71675673687302,0.206,10.74,89.26
13.0,2016,2,89,418.0,41.98346588193258,-87.71652838517977,0.146,12.77,87.23
13.0,2016,3,104,490.0,41.98437614863462,-87.71552528109615,0.183,13.21,86.79
13.0,2016,4,79,375.0,41.98306361927848,-87.71652009229113,0.19,11.82,88.18
13.0,2016,5,86,412.0,41.98485659558139,-87.71481309696512,0.186,12.27,87.73
13.0,2016,6,81,375.0,41.98240623640741,-87.7172922677037,0.272,11.04,88.96
13.0,2016,7,65,297.0,41.98306801052308,-87.71539482206154,0.185,11.04,88.96
13.0,2016,8,93,453.0,41.983956584612905,-87.71585088846237,0.086,13.7,86.3
13.0,2016,9,73,328.0,41.98341150589041,-87.71607229779453,0.11,12.17,87.83
13.0,2016,10,96,454.0,41.98351962498958,-87.71749508501041,0.104,13.58,86.42
13.0,2016,11,73,338.0,41.984058164041095,-87.71727322432876,0.192,11.42,88.58
13.0,2016,12,69,319.0,41.98511633252174,-87.71604364985508,0.101,12.11,87.89
13.0,2017,1,67,312.0,41.98385237280597,-87.71561496249254,0.104,11.99,88.01
13.0,2017,2,83,378.0,41.98634806660241,-87.71791633484337,0.133,12.49,87.51
13.0,2017,3,67,331.0,41.98304387908955,-87.71679966197016,0.179,11.38,88.62
13.0,2017,4,82,386.0,41.98353207180488,-87.71820616169512,0.207,11.79,88.21
13.0,2017,5,64,285.0,41.98346301248438,-87.71707948021874,0.219,10.59,89.41
13.0,2017,6,85,426.0,41.98454500122353,-87.71639242157646,0.141,12.8,87.2
13.0,2017,7,83,367.0,41.98310860850602,-87.71618489855422,0.193,11.81,88.19
13.0,2017,8,62,324.0,41.98303515203226,-87.71798908708065,0.194,11.09,88.91
13.0,2017,9,93,451.0,41.98482488478495,-87.71664925904301,0.108,13.47,86.53
13.0,2017,10,102,496.0,41.9852426370196,-87.7156597999706,0.098,14.06,85.94
13.0,2017,11,92,449.0,41.98357991964131,-87.71599287281522,0.141,13.1,86.9
13.0,2017,12,71,340.0,41.9862062347324,-87.71729096740845,0.028,13.03,86.97
13.0,2018,1,83,373.0,41.98514790857831,-87.71646690387952,0.048,13.3,86.7
13.0,2018,2,68,303.0,41.98297042204412,-87.71483658425001,0.103,11.96,88.04
13.0,2018,3,70,302.0,41.98616812305715,-87.71590112368571,0.114,11.87,88.13
13.0,2018,4,88,419.0,41.98365244918182,-87.71645650036363,0.114,13.08,86.92
13.0,2018,5,91,432.0,41.98412771506593,-87.71638941720879,0.132,13.05,86.95
13.0,2018,6,91,422.0,41.985358536153846,-87.7162432092967,0.231,11.99,88.01
13.0,2018,7,77,378.0,41.983547586363635,-87.71723322641559,0.065,13.06,86.94
13.0,2018,8,98,460.0,41.98427632987755,-87.71602638317347,0.112,13.58,86.42
13.0,2018,9,70,365.0,41.98533621311429,-87.71717863248571,0.129,12.2,87.8
13.0,2018,10,89,414.0,41.98416483164045,-87.71551777591012,0.101,13.19,86.81
13.0,2018,11,80,390.0,41.9863411204,-87.716827261475,0.075,13.1,86.9
13.0,2018,12,82,380.0,41.98505136715854,-87.71705307393901,0.085,12.96,87.04
13.0,2019,1,55,256.0,41.9844537698,-87.71601674063638,0.109,11.31,88.69
13.0,2019,2,75,378.0,41.98423961649333,-87.71621568686668,0.107,12.6,87.4
13.0,2019,3,56,264.0,41.982778580142856,-87.71520874076785,0.054,11.94,88.06
13.0,2019,4,69,282.0,41.98237783430435,-87.71665958110144,0.087,11.98,88.02
13.0,2019,5,71,355.0,41.98534093647887,-87.71781118725352,0.042,13.0,87.0
13.0,2019,6,67,320.0,41.9848031681194,-87.71687832283581,0.104,12.05,87.95
13.0,2019,7,71,326.0,41.98395634747887,-87.71793720401409,0.127,11.94,88.06
13.0,2019,8,85,378.0,41.98333632510588,-87.71712919867059,0.071,13.15,86.85
13.0,2019,9,61,302.0,41.98295703137705,-87.71720168154097,0.066,12.19,87.81
13.0,2019,10,59,304.0,41.98590244623729,-87.71632443950847,0.085,11.98,88.02
13.0,2019,11,60,282.0,41.986081915949995,-87.71652443453333,0.067,12.02,87.98
13.0,2019,12,63,318.0,41.985053023492064,-87.71591981468255,0.063,12.37,87.63
13.0,2020,1,67,325.0,41.98620942328358,-87.71767333728359,0.119,11.94,88.06
13.0,2020,2,50,241.0,41.98520776652,-87.71748536688,0.08,11.39,88.61
13.0,2020,3,64,322.0,41.985873283421874,-87.71659159714062,0.109,11.96,88.04
13.0,2020,4,66,323.0,41.98467750234849,-87.71906688671213,0.015,12.95,87.05
13.0,2020,5,46,199.0,41.985808841565216,-87.71787879391304,0.043,11.37,88.63
13.0,2020,6,55,260.0,41.985652037981815,-87.71756675392727,0.018,12.24,87.76
13.0,2020,7,52,241.0,41.98480258111538,-87.71523185271154,0.096,11.27,88.73
13.0,2020,8,69,338.0,41.98380581447826,-87.71556878123188,0.058,12.68,87.32
13.0,2020,9,77,357.0,41.983673698688314,-87.71817298259741,0.039,13.16,86.84
13.0,2020,10,87,417.0,41.98391063752874,-87.71629417283908,0.069,13.49,86.51
13.0,2020,11,63,283.0,41.98507948765079,-87.71780369003174,0.016,12.59,87.41
13.0,2020,12,60,259.0,41.984238948199994,-87.71830322196666,0.083,11.68,88.32
13.0,2021,1,54,240.0,41.98464644872222,-87.7188571342037,0.111,11.15,88.85
13.0,2021,2,53,244.0,41.98521443250944,-87.71681417737736,0.075,11.52,88.48
13.0,2021,3,60,274.0,41.985727491316666,-87.71872417103333,0.1,11.62,88.38
13.0,2021,4,44,213.0,41.98466319440909,-87.71755073656819,0.068,11.19,88.81
13.0,2021,5,59,285.0,41.9860937670678,-87.71643225930508,0.034,12.35,87.65
13.0,2021,6,63,325.0,41.98620285963492,-87.71659983990476,0.143,11.63,88.37
13.0,2021,7,47,233.0,41.984186283829786,-87.717056387,0.064,11.44,88.56
13.0,2021,8,74,355.0,41.9853970615946,-87.71743988306757,0.027,13.21,86.79
13.0,2021,9,58,279.0,41.98499666703448,-87.7186885495,0.103,11.59,88.41
13.0,2021,10,63,282.0,41.98576295125397,-87.71496089328572,0.032,12.42,87.58
13.0,2021,11,59,259.0,41.98484223247458,-87.71524564838982,0.085,11.65,88.35
13.0,2021,12,48,251.0,41.98593498810417,-87.71398388322916,0.104,11.19,88.81
13.0,2022,1,61,284.0,41.98644181245902,-87.71583823454098,0.049,12.22,87.78
13.0,2022,2,80,368.0,41.9851078566,-87.7179387612125,0.1,12.69,87.31
13.0,2022,3,72,339.0,41.986314598,-87.71565732961112,0.042,12.91,87.09
13.0,2022,4,90,430.0,41.98414594468889,-87.71671061724444,0.211,12.22,87.78
13.0,2022,5,85,438.0,41.98473333391765,-87.71669885208236,0.094,13.36,86.64
13.0,2022,6,90,460.0,41.98444867575555,-87.71619133963334,0.178,12.78,87.22
13.0,2022,7,73,331.0,41.98489043690411,-87.71483721545205,0.082,12.46,87.54
13.0,2022,8,99,495.0,41.98374713331313,-87.71710454366666,0.04,14.58,85.42
13.0,2022,9,79,371.0,41.98356207540506,-87.71900002367089,0.076,12.93,87.07
13.0,2022,10,92,424.0,41.986015691217396,-87.71642851517392,0.065,13.67,86.33
13.0,2022,11,83,421.0,41.984966728831324,-87.71745488677108,0.072,13.41,86.59
13.0,2022,12,69,336.0,41.98428628510145,-87.71536601610144,0.101,12.23,87.77
13.0,2023,1,66,315.0,41.985148214,-87.71668963534849,0.015,12.89,87.11
13.0,2023,2,62,296.0,41.98356486346774,-87.71716623458063,0.145,11.37,88.63
13.0,2023,3,73,344.0,41.98450591458904,-87.7176052560959,0.082,12.56,87.44
13.0,2023,4,78,362.0,41.98572166732051,-87.71598009753846,0.09,12.71,87.29
13.0,2023,5,70,356.0,41.985289490628574,-87.71554725762857,0.043,12.99,87.01
13.0,2023,6,75,373.0,41.984187324893334,-87.71579533372001,0.067,12.97,87.03
13.0,2023,7,79,392.0,41.98387464264557,-87.71735447970886,0.127,12.58,87.42
13.0,2023,8,89,433.0,41.984188673932586,-87.71681389550562,0.079,13.55,86.45
13.0,2023,9,79,414.0,41.98413908079747,-87.71719279386076,0.025,13.76,86.24
13.0,2023,10,86,421.0,41.98381613410465,-87.71687203159303,0.081,13.38,86.62
13.0,2023,11,84,425.0,41.98412376479762,-87.71547922588096,0.071,13.47,86.53
13.0,2023,12,88,430.0,41.985270753170454,-87.71605955979545,0.08,13.5,86.5
13.0,2024,1,77,368.0,41.984035415805195,-87.71588306164935,0.156,12.08,87.92
13.0,2024,2,85,455.0,41.9864053804,-87.7168082340353,0.082,13.6,86.4
13.0,2024,3,81,417.0,41.983281672345676,-87.71707216653085,0.123,12.84,87.16
13.0,2024,4,102,509.0,41.984861317352944,-87.71731450870588,0.078,14.36,85.64
13.0,2024,5,72,361.0,41.98374268738889,-87.71588509090277,0.069,12.79,87.21
13.0,2024,6,74,365.0,41.98583468672973,-87.7165449837027,0.068,12.88,87.12
13.0,2024,7,100,489.0,41.98644660956,-87.71745137291,0.05,14.46,85.54
13.0,2024,8,93,442.0,41.98431641088172,-87.71518110211828,0.097,13.51,86.49
13.0,2024,9,94,526.0,41.98626581638298,-87.71565449030851,0.043,14.69,85.31
13.0,2024,10,93,461.0,41.98467698666667,-87.71663499870968,0.075,13.87,86.13
13.0,2024,11,85,422.0,41.985182776447054,-87.7158069222,0.094,13.24,86.76
13.0,2024,12,82,392.0,41.98494536723171,-87.71682599159756,0.134,12.56,87.44
13.0,2025,1,82,394.0,41.98615997932927,-87.71521905523171,0.11,12.82,87.18
13.0,2025,2,82,345.0,41.98600024398781,-87.71671904997561,0.183,11.73,88.27
13.0,2025,3,89,435.0,41.98619284851685,-87.71605551777529,0.112,13.23,86.77
13.0,2025,4,89,414.0,41.98722095477528,-87.71408125448315,0.124,12.96,87.04
13.0,2025,5,80,388.0,41.984249735024996,-87.7141208183875,0.15,12.34,87.66
13.0,2025,6,68,351.0,41.985413541470585,-87.71568794014706,0.191,11.43,88.57
13.0,2025,7,81,390.0,41.984526020765436,-87.7161306238395,0.099,12.88,87.12
13.0,2025,8,99,481.0,41.985184869525256,-87.71557961428283,0.131,13.57,86.43
13.0,2025,9,75,370.0,41.984485320333334,-87.7154946796,0.107,12.54,87.46
13.0,2025,10,90,409.0,41.98405362207778,-87.71592889122222,0.078,13.4,86.6
