community_area,year,month,total_crime_count,total_crime_weight,avg_latitude,avg_longitude,arrest_rate,risk_score,safety_score
13.0,2025,11,82,408.0,41.98526511630488,-87.71770794691463,0.061,13.41,86.59
13.0,2025,12,70,350.0,41.986695843642856,-87.7159006319,0.071,12.66,87.34
14.0,2015,1,181,915.0,41.96732710320442,-87.71799282811602,0.177,17.84,82.16
14.0,2015,2,188,909.0,41.96754166624468,-87.72079930303724,0.149,18.21,81.79
14.0,2015,3,219,1076.0,41.96758820684475,-87.71900662506393,0.219,19.32,80.68
14.0,2015,4,190,914.0,41.96734016448948,-87.71925550703683,0.247,17.3,82.7
14.0,2015,5,259,1313.0,41.9671114715251,-87.71931583099614,0.147,22.54,77.46
14.0,2015,6,224,1116.0,41.96751695426786,-87.71886055045536,0.165,20.25,79.75
14.0,2015,7,193,987.0,41.96708833505181,-87.72040964135752,0.218,18.19,81.81
14.0,2015,8,227,1119.0,41.96740508922467,-87.72037708243613,0.163,20.35,79.65
14.0,2015,9,212,1088.0,41.96694222575943,-87.7177495775,0.17,19.77,80.23
14.0,2015,10,235,1189.0,41.96748941991915,-87.71817907328085,0.221,20.43,79.57
14.0,2015,11,173,883.0,41.967293320421966,-87.71993976245086,0.121,18.01,81.99
14.0,2015,12,201,1010.0,41.96772069326368,-87.71884680556218,0.124,19.44,80.56
14.0,2016,1,186,943.0,41.967214733096775,-87.71913394299462,0.145,18.46,81.54
14.0,2016,2,173,873.0,41.96730494927167,-87.71861181358959,0.139,17.76,82.24
14.0,2016,3,210,1033.0,41.9675032523,-87.71814156696666,0.143,19.59,80.41
14.0,2016,4,207,1053.0,41.9669997250628,-87.71829633799517,0.14,19.71,80.29
14.0,2016,5,206,1091.0,41.96715780601456,-87.71918261753883,0.16,19.77,80.23
14.0,2016,6,200,1027.0,41.967389627875,-87.72028316203999,0.115,19.64,80.36
14.0,2016,7,194,960.0,41.966922373407215,-87.7195419663299,0.098,19.21,80.79
14.0,2016,8,209,1068.0,41.967168890626795,-87.71765836551674,0.12,20.07,79.93
14.0,2016,9,211,1092.0,41.967458317819904,-87.71967851109004,0.104,20.43,79.57
14.0,2016,10,200,950.0,41.967147544225,-87.72045676899,0.09,19.32,80.68
14.0,2016,11,217,1108.0,41.9672866162212,-87.7196482018341,0.106,20.65,79.35
14.0,2016,12,189,952.0,41.96622895019048,-87.71795759116401,0.138,18.66,81.34
14.0,2017,1,204,1036.0,41.9671116374951,-87.71775675759314,0.123,19.71,80.29
14.0,2017,2,177,862.0,41.967113505525425,-87.72001941220904,0.119,17.96,82.04
14.0,2017,3,179,893.0,41.96741119456424,-87.71883542652513,0.095,18.46,81.54
14.0,2017,4,179,884.0,41.96738037895531,-87.71894559817318,0.134,18.0,82.0
14.0,2017,5,212,1034.0,41.967539709797165,-87.71873967369811,0.123,19.84,80.16
14.0,2017,6,213,1066.0,41.96713471181221,-87.717108982831,0.103,20.29,79.71
14.0,2017,7,210,1050.0,41.96723813449524,-87.71851906449999,0.071,20.43,79.57
14.0,2017,8,210,1047.0,41.966843006800005,-87.71792785904285,0.095,20.17,79.83
14.0,2017,9,207,1035.0,41.967275626483094,-87.71877973519807,0.111,19.87,80.13
14.0,2017,10,223,1102.0,41.96721966836323,-87.71987540995964,0.076,21.01,78.99
14.0,2017,11,211,1051.0,41.9672422896635,-87.71930970195261,0.071,20.46,79.54
14.0,2017,12,224,1132.0,41.967344315683036,-87.7184518506875,0.098,21.03,78.97
14.0,2018,1,207,1043.0,41.96711810566183,-87.71899499270532,0.111,19.93,80.07
14.0,2018,2,160,836.0,41.96715474616875,-87.7180706824625,0.131,17.32,82.68
14.0,2018,3,213,1117.0,41.96691785929108,-87.71744987598122,0.108,20.62,79.38
14.0,2018,4,189,954.0,41.96685469214286,-87.71806748247619,0.127,18.78,81.22
14.0,2018,5,217,1107.0,41.96720762469125,-87.71950097101843,0.101,20.69,79.31
14.0,2018,6,215,1088.0,41.96706271904186,-87.71766606551162,0.079,20.73,79.27
14.0,2018,7,215,1116.0,41.96721241310698,-87.7197415508093,0.084,20.89,79.11
14.0,2018,8,193,1034.0,41.96720694692228,-87.7179516112487,0.145,19.26,80.74
14.0,2018,9,204,1022.0,41.967091465436276,-87.71734551865197,0.113,19.7,80.3
14.0,2018,10,205,985.0,41.967268542551224,-87.71890297743414,0.112,19.45,80.55
14.0,2018,11,168,808.0,41.967167381488096,-87.71816213217856,0.125,17.33,82.67
14.0,2018,12,205,1026.0,41.966834993170735,-87.71934221405365,0.161,19.27,80.73
14.0,2019,1,158,770.0,41.96687195567721,-87.7187906360443,0.089,17.23,82.77
14.0,2019,2,151,710.0,41.96702563008609,-87.71915567046358,0.152,16.02,83.98
14.0,2019,3,164,806.0,41.96690455120732,-87.72028878629268,0.104,17.45,82.55
14.0,2019,4,212,1038.0,41.966483733452826,-87.71851072485849,0.118,19.92,80.08
14.0,2019,5,178,870.0,41.966879337466295,-87.7183894372809,0.112,18.1,81.9
14.0,2019,6,202,1042.0,41.96747719683168,-87.7187854589802,0.153,19.41,80.59
14.0,2019,7,193,979.0,41.96723644463212,-87.71974513310363,0.135,18.96,81.04
14.0,2019,8,217,1079.0,41.96689195590322,-87.7194721356636,0.138,20.11,79.89
14.0,2019,9,203,996.0,41.96655776811823,-87.71874862293595,0.153,19.09,80.91
14.0,2019,10,202,943.0,41.967090368757425,-87.71752363790594,0.173,18.48,81.52
14.0,2019,11,154,761.0,41.96700229512338,-87.7198944877013,0.136,16.61,83.39
14.0,2019,12,165,805.0,41.96742130380606,-87.71953328412728,0.145,17.05,82.95
14.0,2020,1,183,905.0,41.96701753282514,-87.7198740871366,0.131,18.26,81.74
14.0,2020,2,158,811.0,41.966738611708855,-87.71710050798102,0.222,16.2,83.8
14.0,2020,3,154,810.0,41.96720260618182,-87.71885105614285,0.162,16.71,83.29
14.0,2020,4,131,645.0,41.966890945015265,-87.71812751885497,0.099,15.69,84.31
14.0,2020,5,141,715.0,41.96746288073759,-87.71732437739007,0.106,16.33,83.67
14.0,2020,6,151,746.0,41.967282398774834,-87.71949847065562,0.086,16.94,83.06
14.0,2020,7,166,835.0,41.96788735060241,-87.71820153124096,0.12,17.54,82.46
14.0,2020,8,220,1146.0,41.96727318191364,-87.71887342025,0.095,21.09,78.91
14.0,2020,9,217,1110.0,41.96677385546544,-87.71737875646083,0.101,20.71,79.29
14.0,2020,10,165,844.0,41.96719727280606,-87.7197147347394,0.115,17.64,82.36
14.0,2020,11,160,826.0,41.96678691771875,-87.718969397575,0.112,17.44,82.56
14.0,2020,12,135,649.0,41.96718611688148,-87.72045316232592,0.104,15.75,84.25
14.0,2021,1,143,734.0,41.96695395003496,-87.71871856953845,0.063,16.94,83.06
14.0,2021,2,113,561.0,41.96730972026549,-87.71906825781416,0.106,14.67,85.33
14.0,2021,3,128,632.0,41.967175585523435,-87.72027733339844,0.094,15.6,84.4
14.0,2021,4,134,661.0,41.966832132947765,-87.72071993873135,0.067,16.19,83.81
14.0,2021,5,152,792.0,41.967478049934215,-87.72158322382238,0.066,17.5,82.5
14.0,2021,6,136,671.0,41.96734468179412,-87.71938308497059,0.081,16.16,83.84
14.0,2021,7,184,908.0,41.96723131053805,-87.7200395707663,0.071,18.91,81.09
14.0,2021,8,152,792.0,41.967400273552634,-87.71922994569736,0.079,17.37,82.63
14.0,2021,9,169,853.0,41.967059788745566,-87.71983783488166,0.071,18.22,81.78
14.0,2021,10,171,841.0,41.96718228818714,-87.71929853611697,0.058,18.29,81.71
14.0,2021,11,176,890.0,41.96742110719318,-87.71856039980113,0.08,18.54,81.46
14.0,2021,12,155,776.0,41.967471020864515,-87.72105410946452,0.097,17.13,82.87
14.0,2022,1,135,692.0,41.9678533613037,-87.72165212554815,0.044,16.66,83.34
14.0,2022,2,156,778.0,41.967882578974354,-87.72003112622436,0.122,16.92,83.08
14.0,2022,3,146,712.0,41.967089660438354,-87.72042707929452,0.192,15.54,84.46
14.0,2022,4,155,756.0,41.967564521419355,-87.71996237120645,0.155,16.4,83.6
14.0,2022,5,188,898.0,41.96750782743617,-87.72060170879787,0.176,17.86,82.14
14.0,2022,6,152,746.0,41.96711779625658,-87.71931692554605,0.118,16.64,83.36
14.0,2022,7,178,914.0,41.966341175331465,-87.7194778422809,0.129,18.26,81.74
14.0,2022,8,208,1013.0,41.96719084545673,-87.71860217650962,0.111,19.73,80.27
14.0,2022,9,184,929.0,41.967178753766305,-87.71901670629347,0.114,18.63,81.37
14.0,2022,10,215,1065.0,41.96731523948372,-87.71923507823722,0.088,20.47,79.53
14.0,2022,11,190,950.0,41.967433765478944,-87.71902173734738,0.084,19.2,80.8
14.0,2022,12,255,1264.0,41.96817600880392,-87.7215190591804,0.071,22.86,77.14
14.0,2023,1,213,1032.0,41.967134258347414,-87.71998088987323,0.15,19.57,80.43
14.0,2023,2,188,954.0,41.967639084271276,-87.72186467142552,0.149,18.54,81.46
14.0,2023,3,172,876.0,41.96718588444767,-87.72047249638372,0.14,17.76,82.24
14.0,2023,4,205,1027.0,41.9670570058439,-87.71792805332194,0.102,19.86,80.14
14.0,2023,5,228,1129.0,41.967278843592105,-87.71936614285966,0.118,20.88,79.12
14.0,2023,6,221,1063.0,41.967224008280546,-87.71750772699548,0.145,20.0,80.0
14.0,2023,7,233,1132.0,41.96737162300859,-87.72109874524892,0.073,21.45,78.55
14.0,2023,8,227,1184.0,41.967337170427314,-87.7193806997401,0.119,21.27,78.73
14.0,2023,9,254,1221.0,41.96766846916536,-87.72042540777166,0.087,22.37,77.63
14.0,2023,10,237,1149.0,41.967338763801685,-87.7187791371519,0.076,21.62,78.38
14.0,2023,11,188,982.0,41.96765536131915,-87.72003378068617,0.043,19.81,80.19
14.0,2023,12,186,959.0,41.9675128762957,-87.72059221732796,0.081,19.22,80.78
14.0,2024,1,170,878.0,41.967558368776466,-87.72013871627647,0.118,17.96,82.04
14.0,2024,2,192,920.0,41.96785469103125,-87.7204290456823,0.073,19.12,80.88
14.0,2024,3,202,994.0,41.96758958312376,-87.72034080288614,0.089,19.7,80.3
14.0,2024,4,202,982.0,41.9674011384604,-87.72124730923761,0.099,19.51,80.49
14.0,2024,5,241,1218.0,41.9677199383029,-87.72049228421162,0.104,21.93,78.07
14.0,2024,6,226,1134.0,41.96808129600443,-87.72267300028761,0.159,20.47,79.53
14.0,2024,7,223,1163.0,41.9677150153722,-87.7208781830852,0.126,20.97,79.03
14.0,2024,8,176,879.0,41.9676821415,-87.72078793292613,0.102,18.23,81.77
14.0,2024,9,224,1151.0,41.96734545404464,-87.71933305734375,0.085,21.31,78.69
14.0,2024,10,201,1016.0,41.96769896851244,-87.72077943150747,0.159,19.14,80.86
14.0,2024,11,199,933.0,41.967957170296486,-87.72163055253266,0.151,18.57,81.43
14.0,2024,12,200,969.0,41.967988638765,-87.72082999946001,0.145,18.91,81.09
14.0,2025,1,191,874.0,41.967741279874346,-87.72123603904188,0.099,18.5,81.5
14.0,2025,2,185,860.0,41.96726734719459,-87.71942704788108,0.146,17.82,82.18
14.0,2025,3,192,910.0,41.96781798706771,-87.72136785997395,0.151,18.27,81.73
14.0,2025,4,171,824.0,41.96725780035673,-87.72189893108187,0.099,17.76,82.24
14.0,2025,5,214,1039.0,41.96778108717757,-87.72110692050936,0.182,19.32,80.68
14.0,2025,6,195,1004.0,41.967384586015385,-87.72041085761539,0.164,18.89,81.11
14.0,2025,7,197,963.0,41.96743499811168,-87.72013826126904,0.147,18.79,81.21
14.0,2025,8,221,1061.0,41.96774293228507,-87.72064128904073,0.186,19.58,80.42
14.0,2025,9,183,928.0,41.96730007020765,-87.71960589413115,0.186,17.89,82.11
14.0,2025,10,216,1061.0,41.96770295383796,-87.72149312012037,0.148,19.86,80.14
14.0,2025,11,190,967.0,41.9676418986,-87.71974664438422,0.132,18.85,81.15
14.0,2025,12,176,857.0,41.96777002809091,-87.72094035565341,0.17,17.39,82.61
15.0,2015,1,309,1465.0,41.951432679763755,-87.75932205919094,0.227,23.79,76.21
15.0,2015,2,234,1060.0,41.952765421888884,-87.76020890917522,0.218,19.49,80.51
15.0,2015,3,285,1399.0,41.95294314010526,-87.76051892069123,0.246,22.67,77.33
15.0,2015,4,273,1321.0,41.95182056908425,-87.76062502425275,0.187,22.46,77.54
15.0,2015,5,314,1487.0,41.95269570723567,-87.76116840693312,0.21,24.21,75.79
15.0,2015,6,278,1318.0,41.95263590043166,-87.7602564368741,0.18,22.6,77.4
15.0,2015,7,293,1412.0,41.95245900023208,-87.76061784311604,0.181,23.56,76.44
15.0,2015,8,300,1419.0,41.95194704579333,-87.76210059548333,0.127,24.28,75.72
15.0,2015,9,265,1318.0,41.95209333968302,-87.76062259570188,0.196,22.19,77.81
15.0,2015,10,315,1487.0,41.95170551153016,-87.76092161791428,0.197,24.36,75.64
15.0,2015,11,258,1258.0,41.95232344791473,-87.76105677456977,0.194,21.64,78.36
15.0,2015,12,268,1288.0,41.952566196813436,-87.7619305026791,0.131,22.68,77.32
15.0,2016,1,274,1280.0,41.95185966572993,-87.76060586556933,0.19,22.14,77.86
15.0,2016,2,243,1137.0,41.952624364362144,-87.76208711403292,0.189,20.51,79.49
15.0,2016,3,298,1427.0,41.952640576318785,-87.76063632157046,0.164,23.93,76.07
15.0,2016,4,231,1122.0,41.95235177737229,-87.76136504698701,0.134,20.73,79.27
15.0,2016,5,259,1279.0,41.952079022810814,-87.76031370903088,0.189,21.86,78.14
15.0,2016,6,282,1353.0,41.951842243638296,-87.75943629035108,0.145,23.27,76.73
15.0,2016,7,318,1568.0,41.953022864179246,-87.76030487908805,0.145,25.54,74.46
15.0,2016,8,270,1253.0,41.95167057392222,-87.75984403757778,0.141,22.36,77.64
15.0,2016,9,261,1260.0,41.95271809132567,-87.76095244796169,0.1,22.65,77.35
15.0,2016,10,277,1337.0,41.952387052628154,-87.76032597252346,0.126,23.25,76.75
15.0,2016,11,241,1150.0,41.95111506681742,-87.76125813955186,0.141,21.05,78.95
15.0,2016,12,275,1309.0,41.95169729993818,-87.76011009450181,0.142,22.85,77.15
15.0,2017,1,266,1262.0,41.95125455314661,-87.76167057366541,0.15,22.25,77.75
15.0,2017,2,234,1096.0,41.95311630620513,-87.76078917835042,0.158,20.35,79.65
15.0,2017,3,249,1186.0,41.95226807448193,-87.76120339072288,0.157,21.31,78.69
15.0,2017,4,254,1222.0,41.95246650568504,-87.76024270418898,0.161,21.62,78.38
15.0,2017,5,274,1288.0,41.95184940320803,-87.76098923222993,0.193,22.16,77.84
15.0,2017,6,277,1340.0,41.953224442126356,-87.76087892871841,0.152,23.02,76.98
15.0,2017,7,297,1374.0,41.951640613393934,-87.76076487286532,0.162,23.55,76.45
15.0,2017,8,302,1465.0,41.95195930641391,-87.76032020228476,0.142,24.5,75.5
15.0,2017,9,293,1417.0,41.95242671874402,-87.76100650201707,0.157,23.84,76.16
15.0,2017,10,319,1582.0,41.95282122403762,-87.75963695891849,0.135,25.76,74.24
15.0,2017,11,315,1567.0,41.95234602542857,-87.76091627890476,0.111,25.81,74.19
15.0,2017,12,249,1254.0,41.95135235653815,-87.75892511244578,0.124,22.14,77.86
15.0,2018,1,270,1342.0,41.952407853240736,-87.76137121146296,0.115,23.28,76.72
15.0,2018,2,208,959.0,41.951652313033655,-87.76062733425,0.125,19.19,80.81
15.0,2018,3,284,1359.0,41.952080296169015,-87.76043766928521,0.123,23.58,76.42
15.0,2018,4,288,1371.0,41.95359831804167,-87.76067521564237,0.101,23.97,76.03
15.0,2018,5,285,1446.0,41.95204114669123,-87.76094520409474,0.137,24.1,75.9
15.0,2018,6,266,1302.0,41.9525101697594,-87.76125499354887,0.132,22.74,77.26
15.0,2018,7,252,1221.0,41.952289208436504,-87.75934478544444,0.131,21.88,78.12
15.0,2018,8,269,1270.0,41.953133792420076,-87.76135137692937,0.152,22.35,77.65
15.0,2018,9,268,1304.0,41.95280326970149,-87.76151741973133,0.175,22.35,77.65
15.0,2018,10,248,1163.0,41.95195071710887,-87.76142803946775,0.117,21.52,78.48
15.0,2018,11,237,1240.0,41.95171271394515,-87.75992337050633,0.148,21.58,78.42
15.0,2018,12,286,1387.0,41.95193433820629,-87.75972989374125,0.119,23.86,76.14
15.0,2019,1,243,1178.0,41.952557711497946,-87.76201083288066,0.144,21.27,78.73
15.0,2019,2,225,1052.0,41.95153257931111,-87.76025420128,0.138,20.07,79.93
15.0,2019,3,258,1243.0,41.951960052073645,-87.75996494843798,0.182,21.65,78.35
15.0,2019,4,271,1279.0,41.95222008787085,-87.76089978258302,0.155,22.43,77.57
15.0,2019,5,255,1271.0,41.9521792821098,-87.76174971472157,0.141,22.21,77.79
15.0,2019,6,210,1099.0,41.95155652484286,-87.76079743450953,0.152,19.99,80.01
15.0,2019,7,237,1201.0,41.95206367121519,-87.76095670124472,0.156,21.21,78.79
15.0,2019,8,253,1205.0,41.95074306387747,-87.7600354219249,0.126,21.83,78.17
15.0,2019,9,263,1312.0,41.95214663275665,-87.75989761187452,0.16,22.47,77.53
15.0,2019,10,243,1165.0,41.95201880733333,-87.76073350017695,0.152,21.09,78.91
15.0,2019,11,213,1038.0,41.95194851166667,-87.75959957570892,0.174,19.38,80.62
15.0,2019,12,211,1055.0,41.950859587630326,-87.76160010306636,0.085,20.35,79.65
15.0,2020,1,231,1088.0,41.951643590722945,-87.76007077913421,0.16,20.22,79.78
15.0,2020,2,215,1013.0,41.9498345634,-87.76111363771628,0.177,19.2,80.8
15.0,2020,3,219,1133.0,41.95001771987671,-87.75972974409589,0.132,20.61,79.39
15.0,2020,4,149,794.0,41.950553849147646,-87.76049516880538,0.161,16.51,83.49
15.0,2020,5,185,927.0,41.950963976427026,-87.75991560784864,0.103,18.75,81.25
15.0,2020,6,199,1025.0,41.951163974160806,-87.7598524348191,0.075,20.01,79.99
15.0,2020,7,219,1059.0,41.951424065917806,-87.76016240471233,0.142,19.97,80.03
15.0,2020,8,233,1152.0,41.952148873313305,-87.76157057851931,0.129,21.04,78.96
15.0,2020,9,228,1115.0,41.95279887504386,-87.76031795359211,0.096,21.0,79.0
15.0,2020,10,232,1088.0,41.95375717898707,-87.7623763212888,0.121,20.63,79.37
15.0,2020,11,262,1272.0,41.95331882280153,-87.76192911098092,0.118,22.57,77.43
15.0,2020,12,210,932.0,41.95201947810952,-87.76130731181429,0.09,19.37,80.63
15.0,2021,1,237,1085.0,41.95303951106751,-87.76022440799156,0.114,20.77,79.23
15.0,2021,2,172,805.0,41.95201834560465,-87.76133615861046,0.093,17.7,82.3
15.0,2021,3,206,1013.0,41.95167608426214,-87.76153527672815,0.131,19.49,80.51
15.0,2021,4,185,898.0,41.95311843831892,-87.76247633091351,0.173,17.83,82.17
15.0,2021,5,199,996.0,41.953005732668345,-87.76167904682413,0.146,19.09,80.91
15.0,2021,6,213,1059.0,41.95265130968544,-87.7625501343568,0.127,20.0,80.0
15.0,2021,7,210,1035.0,41.95230616028095,-87.76257131607143,0.086,20.18,79.82
15.0,2021,8,222,1116.0,41.95244093903604,-87.76084842679279,0.122,20.64,79.36
15.0,2021,9,253,1251.0,41.95274573132411,-87.76056333866008,0.091,22.53,77.47
15.0,2021,10,198,975.0,41.952382891944445,-87.76179511732323,0.04,19.97,80.03
15.0,2021,11,184,934.0,41.95307591678261,-87.76022894100544,0.098,18.83,81.17
15.0,2021,12,202,1043.0,41.95311590268317,-87.76113848187128,0.153,19.41,80.59
15.0,2022,1,191,953.0,41.95285966448691,-87.76170334118848,0.12,18.87,81.13
15.0,2022,2,188,923.0,41.95132520158511,-87.76131503351063,0.128,18.52,81.48
15.0,2022,3,211,971.0,41.95186237363507,-87.76085162605686,0.137,19.21,80.79
15.0,2022,4,213,991.0,41.952081020943666,-87.76161397123475,0.16,19.17,80.83
15.0,2022,5,251,1176.0,41.95198896751394,-87.761745841251,0.163,21.21,78.79
15.0,2022,6,221,1101.0,41.953399417511314,-87.76168475409955,0.167,20.06,79.94
15.0,2022,7,290,1422.0,41.95328382911724,-87.76209304727242,0.186,23.52,76.48
15.0,2022,8,264,1285.0,41.952702206397724,-87.7600845165606,0.148,22.41,77.59
15.0,2022,9,296,1382.0,41.953829550253374,-87.76160221370945,0.125,23.95,76.05
15.0,2022,10,285,1411.0,41.951637046073685,-87.76148398577193,0.081,24.41,75.59
15.0,2022,11,292,1403.0,41.95288113912671,-87.76264852461301,0.072,24.56,75.44
15.0,2022,12,277,1366.0,41.952822500870035,-87.76182051630325,0.116,23.58,76.42
15.0,2023,1,273,1212.0,41.952513559245425,-87.75943014813554,0.168,21.83,78.17
15.0,2023,2,213,988.0,41.95263941617841,-87.75969611940845,0.178,18.96,81.04
15.0,2023,3,272,1243.0,41.951730833875004,-87.76107029827574,0.147,22.26,77.74
15.0,2023,4,266,1277.0,41.953234331060145,-87.76067164029322,0.09,22.97,77.03
15.0,2023,5,333,1585.0,41.95209185137538,-87.76196868636636,0.087,26.52,73.48
15.0,2023,6,320,1595.0,41.9520976426625,-87.76174385931876,0.078,26.44,73.56
15.0,2023,7,321,1577.0,41.953550895735205,-87.76126403367601,0.112,25.99,74.01
15.0,2023,8,333,1732.0,41.952539518222224,-87.76112382193092,0.12,27.28,72.72
15.0,2023,9,298,1455.0,41.95121223713087,-87.7608103590235,0.087,24.91,75.09
15.0,2023,10,304,1517.0,41.95227514144408,-87.76089040623685,0.095,25.4,74.6
15.0,2023,11,296,1466.0,41.95237403137162,-87.76055641508108,0.111,24.71,75.29
15.0,2023,12,285,1356.0,41.95196051327719,-87.76013981412632,0.14,23.4,76.6
15.0,2024,1,245,1170.0,41.95205881784898,-87.76058528255102,0.143,21.26,78.74
15.0,2024,2,243,1158.0,41.95165607454732,-87.76147813676955,0.165,20.92,79.08
15.0,2024,3,269,1229.0,41.95221842456134,-87.76152970287733,0.182,21.75,78.25
15.0,2024,4,258,1253.0,41.95206709282171,-87.76113080068218,0.105,22.5,77.5
15.0,2024,5,280,1321.0,41.95238476845714,-87.75939091023214,0.132,23.13,76.87
15.0,2024,6,285,1379.0,41.95306209311579,-87.76132951892983,0.112,23.85,76.15
15.0,2024,7,278,1284.0,41.95263286532734,-87.76076660931655,0.115,22.99,77.01
15.0,2024,8,261,1279.0,41.95219692209962,-87.76033169878544,0.13,22.49,77.51
15.0,2024,9,320,1504.0,41.95305366080625,-87.76162352508437,0.128,25.27,74.73
15.0,2024,10,276,1361.0,41.95334278156522,-87.76200327471376,0.138,23.3,76.7
15.0,2024,11,252,1165.0,41.95276569457143,-87.76105789636905,0.19,20.88,79.12
15.0,2024,12,219,1062.0,41.952848706296805,-87.76017792002739,0.201,19.4,80.6
15.0,2025,1,210,992.0,41.95173423247142,-87.76008057520953,0.205,18.67,81.33
15.0,2025,2,209,966.0,41.95259495394258,-87.75940021790909,0.225,18.26,81.74
15.0,2025,3,267,1269.0,41.95214138552435,-87.75915226793633,0.206,21.77,78.23
15.0,2025,4,225,1030.0,41.95399180205334,-87.75941302321334,0.24,18.88,81.12
15.0,2025,5,259,1272.0,41.952942511714284,-87.76006302633978,0.239,21.31,78.69
15.0,2025,6,243,1207.0,41.9529508528642,-87.75845388863374,0.169,21.24,78.76
15.0,2025,7,291,1401.0,41.953055458848795,-87.7608237063677,0.227,22.98,77.02
15.0,2025,8,282,1378.0,41.95322779761348,-87.76035594298227,0.262,22.29,77.71
15.0,2025,9,269,1293.0,41.95215315381413,-87.76017790598141,0.212,21.92,78.08
15.0,2025,10,288,1358.0,41.95249139939931,-87.75963143556945,0.212,22.76,77.24
15.0,2025,11,240,1143.0,41.9524416751,-87.76053953478332,0.229,20.1,79.9
15.0,2025,12,239,1115.0,41.9528329855774,-87.75890535054812,0.23,19.87,80.13
16.0,2015,1,242,1215.0,41.95262923066116,-87.72191182880165,0.157,21.39,78.61
16.0,2015,2,232,1102.0,41.952721070603445,-87.72156361640518,0.134,20.61,79.39
16.0,2015,3,258,1219.0,41.95273991107364,-87.72078451727133,0.159,21.7,78.3
16.0,2015,4,217,1028.0,41.9522553142212,-87.72122807439631,0.161,19.5,80.5
16.0,2015,5,253,1213.0,41.95314282527668,-87.72300887764823,0.107,22.09,77.91
16.0,2015,6,247,1200.0,41.95266635352227,-87.72183595866396,0.15,21.45,78.55
